,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,IOC.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SUNPHARMA.NS,TATACONSUM.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,UPL.NS,WIPRO.NS
POWERGRID.NS,0.00012195749767673152,0.00013154545053409641,4.8941952364828985e-05,2.8813453862741213e-05,5.0889320396731315e-05,4.674183782300667e-05,5.179289620979422e-05,4.248702509253912e-05,4.321506706447567e-05,0.00011023853352170099,1.716122772940327e-05,3.776846170940689e-05,0.00011154276410019132,3.469115500834098e-05,3.293844650384088e-05,4.758828913530453e-05,6.865542465468307e-05,3.609745584962293e-05,4.4388336717374316e-05,5.2333088994334426e-05,9.310848702576332e-05,1.7198083831732518e-05,4.5891125270516337e-05,6.866008191712423e-05,2.5024322770256956e-05,0.00011129249865744077,3.1875037665853654e-05,9.069417212878864e-05,4.789603855838502e-05,8.088224598782543e-05,6.595241789398326e-05,4.381433130052632e-05,3.2250458852705165e-05,0.00015218479111714242,0.0001030026026388188,0.000257473434467958,6.575638699314364e-05,4.624454092727335e-05,8.247191559029765e-05,5.3368808846419646e-05,4.4400796710713626e-05,4.0816922175869856e-05,0.00010442651132961668,2.5184188491481824e-05,4.0214081848696804e-05,5.152243904058524e-05,5.8913925543375295e-05,6.73061464760871e-05,4.910718070071203e-05
RELIANCE.NS,0.00014250221001644165,0.00013812623610490868,4.897736929862211e-05,5.248658339706321e-05,7.485026752551254e-05,5.953903780449519e-05,8.817628575352595e-05,8.855914913109144e-05,6.0662478961616126e-05,9.317987037430129e-05,3.079324568621108e-05,2.513055525253083e-05,9.68170540371227e-05,4.336594994183411e-05,3.819402109297348e-05,7.673820084730778e-05,7.942781237813964e-05,5.766524020184077e-05,6.556444054133538e-05,6.543577205084653e-05,0.00010351965403427137,3.464909588976287e-05,6.042427987020394e-05,9.566066260145828e-05,5.801798194549431e-05,9.034192127454327e-05,5.3867615902099054e-05,9.37290824950401e-05,6.658537848697413e-05,8.973732928931137e-05,8.563325335813578e-05,6.186206699364354e-05,4.043578656889928e-05,7.977131515832566e-05,9.849280071867507e-05,6.575638699314364e-05,0.00019988277685658375,6.574083414746351e-05,9.170407885955193e-05,4.945334699318165e-05,4.299097057775323e-05,5.798005250791644e-05,0.00011010619634062802,5.1445512953860295e-05,6.543742151266337e-05,6.715498410803436e-05,6.944515823133947e-05,8.021004552661176e-05,6.808265964024255e-05
SBILIFE.NS,0.00012876265568242444,0.0001134921290563507,5.3643082699284765e-05,5.0002313466302076e-05,6.578913895588512e-05,5.427692721738379e-05,9.81045213616924e-05,8.577258398323864e-05,5.3737729420098335e-05,7.312176630348442e-05,3.067195277159223e-05,3.344047495963575e-05,6.30140254769886e-05,3.7437566260467296e-05,3.3324154126826e-05,7.34331904220034e-05,7.352042020214527e-05,5.173957343106066e-05,5.6446011439997856e-05,6.0026629200443244e-05,8.587281430346398e-05,4.843884415682507e-05,5.547764522132561e-05,8.830395398342237e-05,5.322867665397946e-05,6.762693947143534e-05,3.35881634698432e-05,8.052064587777606e-05,6.055978741679153e-05,7.965429660845827e-05,7.60782640138002e-05,6.312998380250666e-05,4.351506542363105e-05,6.082986166983346e-05,5.406524110642915e-05,4.624454092727335e-05,6.574083414746351e-05,0.00020915635342213357,7.58031447240244e-05,5.7312626254781414e-05,4.158853722141301e-05,5.129598236904391e-05,9.177763795587582e-05,4.7514888486316643e-05,5.81070624466904e-05,7.146511124554553e-05,7.037576776229902e-05,7.548763621185709e-05,6.216935690143176e-05
SBIN.NS,0.00020545538415219422,0.000183293076692592,5.510524113933702e-05,4.6769669550736894e-05,0.00013044346042416968,6.079383668049281e-05,0.00011555522465952804,0.00011744802798661215,5.883951035738221e-05,0.00012407676142301796,2.44164157250214e-05,2.2373419706737647e-05,0.0001065721238644268,3.9430002322680975e-05,4.2414885119856367e-05,9.123635360749591e-05,0.00010255885655156622,4.611971846420687e-05,8.433247892163422e-05,7.42320509343383e-05,0.00011546819371745646,2.3875180147252012e-05,0.00010621777481349677,0.00014782943063421393,4.634517780266618e-05,0.00012520398406407524,5.41619509322812e-05,0.00011542206595070136,8.62441329595862e-05,0.00010863950259460721,9.541833022349873e-05,7.923207453256757e-05,2.5803735791235774e-05,0.0001140254502544719,9.984402520898781e-05,8.247191559029765e-05,9.170407885955193e-05,7.58031447240244e-05,0.0002451264205685891,6.718289475274074e-05,3.446036907141906e-05,5.527204923894622e-05,0.00013331449706191134,4.3325757826568835e-05,5.392130299069103e-05,7.468812365604927e-05,8.947354585952735e-05,9.454119395004385e-05,6.645738154142727e-05
SHREECEM.NS,0.00012219860815163716,0.0001148201894025483,5.2290706712659715e-05,6.0848593533982756e-05,6.708905491099994e-05,5.471364332721921e-05,8.051768292840232e-05,8.006807266330089e-05,4.50592752842102e-05,7.504093325231324e-05,4.4813797120964646e-05,3.01355197346103e-05,5.191468334662479e-05,4.96851944976368e-05,3.3291973753155485e-05,7.913317917967468e-05,0.00010993950428476883,4.910384993774425e-05,5.7205559261770905e-05,6.665159133571163e-05,7.156066363873354e-05,4.109077204458208e-05,6.308920949018734e-05,7.257046087787745e-05,4.9132633284967526e-05,6.802917447538346e-05,4.1345999028124805e-05,8.972301354032567e-05,5.682335120500467e-05,7.662060447231351e-05,7.426497005724318e-05,6.441229485403482e-05,4.336159069788958e-05,6.844763265571765e-05,2.9705690728850897e-05,5.3368808846419646e-05,4.945334699318165e-05,5.7312626254781414e-05,6.718289475274074e-05,0.00023583661177155294,3.869343892961862e-05,6.22008605875452e-05,9.270892278096815e-05,4.299746720763581e-05,5.662458749622747e-05,6.86165224892647e-05,0.00013345456589921486,8.079795701363569e-05,5.991158402473238e-05
SUNPHARMA.NS,7.977266424199732e-05,7.664101953965544e-05,5.374368576944338e-05,3.355705029548847e-05,2.3712294968398034e-05,4.4141570232935316e-05,4.5728663089957406e-05,4.239333184615476e-05,4.139949391648136e-05,5.1889684232459826e-05,2.7105992171028396e-05,7.290171957260105e-05,5.539066260202499e-05,7.149358266745755e-05,6.822016045585794e-05,4.2269762188816996e-05,5.435994775431353e-05,4.2132902374052714e-05,2.7415640387906187e-05,4.6167375133105996e-05,7.391755719674553e-05,2.366783884940263e-05,3.422875714014477e-05,4.9534439151759645e-05,4.056593161640547e-05,5.2379419336679504e-05,3.208678318731845e-05,5.8794435315068036e-05,3.691029669685082e-05,5.0862082207681745e-05,5.81237575271907e-05,3.3953433128444675e-05,2.3481068664652094e-05,5.022865148523341e-05,3.362958752547767e-05,4.4400796710713626e-05,4.299097057775323e-05,4.158853722141301e-05,3.446036907141906e-05,3.869343892961862e-05,0.00016959283654463002,3.906852555129825e-05,7.376409099760966e-05,3.7591239611307114e-05,5.521243611831009e-05,4.9593338476924614e-05,4.4757456128472603e-05,5.408140847387437e-05,4.382373468309302e-05
TATACONSUM.NS,0.00010206737996496394,8.705965142424137e-05,6.097021551347527e-05,6.707166074793932e-05,5.149723420596871e-05,5.778640423467579e-05,7.287816811863905e-05,7.43271591240391e-05,5.251146533913213e-05,6.603661019847473e-05,7.600268569566821e-05,2.628421763700704e-05,4.389485280751394e-05,4.986851873559018e-05,3.353130216545578e-05,7.193283089803287e-05,7.778371844150672e-05,4.985307065446551e-05,4.8034476413282354e-05,6.669560431926821e-05,5.7665663807063697e-05,7.296339917701252e-05,4.519819890419724e-05,7.386625405417855e-05,6.0385337185282014e-05,5.6441802240182675e-05,5.8016721731980815e-05,6.764671158076154e-05,5.177922580424887e-05,6.12047801435743e-05,6.967362801446826e-05,6.049116779117834e-05,7.095787658792478e-05,4.961812162959742e-05,2.5657344127948795e-05,4.0816922175869856e-05,5.798005250791644e-05,5.129598236904391e-05,5.527204923894622e-05,6.22008605875452e-05,3.906852555129825e-05,0.00020909972965849142,6.423107317297925e-05,5.280550522798068e-05,6.24130590585184e-05,7.919734341132866e-05,6.87576809721994e-05,7.711942522380719e-05,6.021561197579217e-05
TATASTEEL.NS,0.00018853379446664019,0.0001818907353188941,7.390076631003015e-05,3.976535281615941e-05,0.00010679557506960624,8.243431490345051e-05,0.00013067759957576016,0.00011802061175954919,7.582159675835096e-05,0.0001333756029707212,2.8962469136735507e-05,4.674748066992826e-05,0.000183672202970055,8.863759875729725e-05,5.66799050880499e-05,9.486345278508918e-05,0.00013592017541904007,8.324490653095531e-05,8.26674441981637e-05,9.908474516309989e-05,0.0002977687465193361,1.911796441813092e-05,9.125502134021855e-05,0.00014580574140086823,6.986909975667034e-05,0.00014025873253298526,6.438431366094705e-05,0.00027982296654218276,7.494536823868826e-05,0.00013357251840279434,0.00011147666636819679,7.138724655043319e-05,3.247923117775832e-05,0.00014066352005019284,0.0001600142336886596,0.00010442651132961668,0.00011010619634062802,9.177763795587582e-05,0.00013331449706191134,9.270892278096815e-05,7.376409099760966e-05,6.423107317297925e-05,0.00039960792807653734,6.414994491753152e-05,9.455206019223942e-05,9.319952170351057e-05,0.00011557796032160592,0.00016050689293492374,0.0001003171195878965
TCS.NS,6.84036496181783e-05,6.489034631043116e-05,4.315404771812998e-05,4.6169579334995854e-05,4.0371390759969775e-05,3.1126001986969156e-05,6.512309053230077e-05,6.228350915766815e-05,4.487548890808969e-05,5.444791064387349e-05,2.9350105174131718e-05,2.54263347862461e-05,4.068292884403193e-05,4.766377469867806e-05,3.583878378105496e-05,3.913951558668881e-05,5.0036599528607e-05,0.00013507501338139277,4.0756090770861694e-05,4.5533965516315146e-05,6.727496084852567e-05,3.720531425378712e-05,3.7814913499439396e-05,5.4776940795676e-05,0.0001491487112924979,4.8912408474579026e-05,2.8145636852466158e-05,5.9488969932425294e-05,3.48323790886955e-05,6.49733961191419e-05,5.3283026650149316e-05,3.736631311054461e-05,3.457215394468808e-05,2.525429524421502e-05,3.761838276619671e-05,2.5184188491481824e-05,5.1445512953860295e-05,4.7514888486316643e-05,4.3325757826568835e-05,4.299746720763581e-05,3.7591239611307114e-05,5.280550522798068e-05,6.414994491753152e-05,0.00017603889827243956,0.00014119691139038128,5.012020972309819e-05,4.9548397322302935e-05,5.68042259195914e-05,0.00013153121438379706
TECHM.NS,9.645593247115161e-05,9.011495158354494e-05,7.161019323039588e-05,3.9775817642627207e-05,4.877255912363581e-05,4.215173129650545e-05,8.318045871753026e-05,7.531167174338287e-05,6.139562750061541e-05,6.594320603305007e-05,2.3719776165885267e-05,2.8247568402459346e-05,5.8109503218754686e-05,6.867735005131905e-05,4.347530700842093e-05,5.39108073374459e-05,6.690706068212298e-05,0.00016098592600949173,5.59106737033163e-05,6.321792621081043e-05,9.768689109856854e-05,2.5804214064691532e-05,4.964118836537005e-05,5.9507010119314544e-05,0.00017842098216338476,5.961555937282767e-05,3.9714926321838096e-05,8.609980311568556e-05,5.408600482490025e-05,8.441769999804469e-05,7.208143526611939e-05,4.291294384326722e-05,2.837847491805745e-05,4.378986759117363e-05,6.114545215406782e-05,4.0214081848696804e-05,6.543742151266337e-05,5.81070624466904e-05,5.392130299069103e-05,5.662458749622747e-05,5.521243611831009e-05,6.24130590585184e-05,9.455206019223942e-05,0.00014119691139038128,0.00029174988654766173,5.815536484909857e-05,5.7659229357241246e-05,8.186423353787094e-05,0.00016953120646010628
TITAN.NS,0.0001217365710097975,0.00011778992581511024,6.879898661581944e-05,7.146745118047917e-05,6.446727460560112e-05,7.021512228316961e-05,9.943122141035391e-05,0.0001014745018082275,5.636739347151191e-05,7.915506738141101e-05,4.52210721005623e-05,3.0494076489224574e-05,6.0779184084523024e-05,4.524707216885058e-05,3.711284593287948e-05,8.85025481849551e-05,8.463417074982853e-05,5.49871281942358e-05,5.569396066587459e-05,8.198369035960987e-05,8.796807697617006e-05,5.3196332708717703e-05,5.3379519954933945e-05,8.479460973796737e-05,5.8104375083443964e-05,7.139781421962568e-05,5.284353940840933e-05,8.952325298228537e-05,6.179483394602221e-05,8.375821780340898e-05,9.583707443800601e-05,7.855645821346818e-05,5.34338521414086e-05,6.371157573159777e-05,4.3610773496102656e-05,5.152243904058524e-05,6.715498410803436e-05,7.146511124554553e-05,7.468812365604927e-05,6.86165224892647e-05,4.9593338476924614e-05,7.919734341132866e-05,9.319952170351057e-05,5.012020972309819e-05,5.815536484909857e-05,0.00022825119700080375,7.977041055194879e-05,8.992217053619001e-05,6.619109169840212e-05
ULTRACEMCO.NS,0.00013366162520170972,0.00012841779461442407,6.278157901164082e-05,7.349855323419798e-05,8.289969630703057e-05,6.588285150688291e-05,9.921506479245897e-05,9.995653842812158e-05,5.2754580608565224e-05,9.231838033377502e-05,4.6870682376082685e-05,3.5726289971234656e-05,5.405361134934114e-05,5.987394586279564e-05,4.741413367559734e-05,8.490757523088588e-05,0.00013652131958930808,4.908070837603018e-05,7.345599225705601e-05,7.862957522390843e-05,8.518856188190296e-05,4.788189665014301e-05,7.482862497928395e-05,9.578931992976337e-05,5.289172360560383e-05,8.176930574128591e-05,4.4649533038880286e-05,0.0001087403710994219,6.713160637173988e-05,9.833796542610197e-05,0.00010281041767664273,7.347845578945727e-05,5.0891668681454545e-05,7.214966225030812e-05,4.2535359851594424e-05,5.8913925543375295e-05,6.944515823133947e-05,7.037576776229902e-05,8.947354585952735e-05,0.00013345456589921486,4.4757456128472603e-05,6.87576809721994e-05,0.00011557796032160592,4.9548397322302935e-05,5.7659229357241246e-05,7.977041055194879e-05,0.00021093966276602868,8.215027441015067e-05,6.566036592403717e-05
UPL.NS,0.00017003568728382896,0.00014539442527354565,6.755096487009874e-05,6.643212574771899e-05,7.85280225730805e-05,7.66434184998474e-05,9.847910164115008e-05,0.0001011424502674875,6.409878132326433e-05,9.887991149822218e-05,3.5638318241160475e-05,4.8478487457265185e-05,0.00011062309408193106,7.709308032249516e-05,4.729038584523297e-05,9.045707362789862e-05,9.342465786146759e-05,6.695527873921201e-05,6.962243932823081e-05,8.807813819857027e-05,0.000144683576011932,2.9993804691718304e-05,6.648958330407868e-05,0.00011947712560100176,6.753357442439004e-05,0.0001060869526798915,5.2955929684957704e-05,0.00013269393383280402,5.7428121586646235e-05,0.00010804629397248339,9.403923345421096e-05,7.232650539830101e-05,4.171072508283645e-05,8.514680057437021e-05,9.624599075698502e-05,6.73061464760871e-05,8.021004552661176e-05,7.548763621185709e-05,9.454119395004385e-05,8.079795701363569e-05,5.408140847387437e-05,7.711942522380719e-05,0.00016050689293492374,5.68042259195914e-05,8.186423353787094e-05,8.992217053619001e-05,8.215027441015067e-05,0.000327255465595553,8.834292629657027e-05
WIPRO.NS,0.00010153511553236325,9.82186556521771e-05,6.658276993348777e-05,4.371692274783065e-05,5.432548513612427e-05,4.499617343674532e-05,8.440257567092827e-05,7.943608441947563e-05,5.532177110166797e-05,7.212473114101602e-05,2.9564615527844423e-05,3.163121653592446e-05,6.259228726423697e-05,7.310358547293311e-05,5.026470884189617e-05,5.8791379463000376e-05,7.245105440714268e-05,0.00014461254930121318,5.899862405448737e-05,6.072150508962926e-05,0.00010704710706684323,2.759446720129539e-05,5.310304993011615e-05,7.854663825826048e-05,0.0001587334149456365,7.1767563492235e-05,3.699709258396999e-05,9.219642353919682e-05,5.67175167944585e-05,8.882577283184804e-05,7.477783998984002e-05,4.128360467801845e-05,3.5211882818595556e-05,5.359606752141412e-05,6.747993713101832e-05,4.910718070071203e-05,6.808265964024255e-05,6.216935690143176e-05,6.645738154142727e-05,5.991158402473238e-05,4.382373468309302e-05,6.021561197579217e-05,0.0001003171195878965,0.00013153121438379706,0.00016953120646010628,6.619109169840212e-05,6.566036592403717e-05,8.834292629657027e-05,0.0002554663536617257
