Date,Optimized Portfolio,Equal Weight Portfolio,NIFTY 50 Benchmark
2025-06-06,-0.0009393645860289518,0.011054159212148163,0.01018752395450262
2025-06-09,0.0021902705385289266,0.006731288124992839,0.004005448710087123
2025-06-10,-0.001008580097908289,0.0025563171847712784,4.18584595869298e-05
2025-06-11,0.004250794405714319,0.002782654700891021,0.0014798446727146697
2025-06-12,-0.004649280633098606,-0.010126558255813996,-0.010071084662786611
2025-06-13,-0.00733244989835259,-0.0060746966352175896,-0.006814458847919758
2025-06-16,0.008729388592634307,0.00975271076004177,0.00921979376770854
2025-06-17,-0.00877945567023547,-0.00534903237039591,-0.0037319707924959866
2025-06-18,0.0004671905498828372,-0.0016526373346320564,-0.0016637405234334324
2025-06-19,-0.0020586754226253967,-0.0016705597234261444,-0.0007577278241026608
2025-06-20,0.017730778106342965,0.008497017053653128,0.01287247095983779
2025-06-23,-0.0010682977529612426,-0.0032046703978029444,-0.0055948454872697395
2025-06-24,-0.0016565002927623343,0.004134016788715895,0.0029012296868362597
2025-06-25,0.007444338108855653,0.007820948651986837,0.008001820520425307
2025-06-26,0.012986630132473535,0.010296439200923284,0.012052010814129765
2025-06-27,0.006848887654085263,0.004696853163446029,0.003475704773181043
2025-06-30,0.0023515000598115727,-0.003066712595192252,-0.004709842354665206
2025-07-01,0.0032592332820163055,0.000771442859025107,0.0009699396772837598
2025-07-02,-0.0016504838905207174,0.00015630861826193435,-0.0034610085397696055
2025-07-03,-0.002596252458828865,-0.0012168587497123303,-0.00188971251922454
2025-07-04,0.0013649852447162594,0.0034177278097309344,0.0021924250859925998
2025-07-07,0.0028712565910911014,0.0006822723464049172,1.1813410706551508e-05
2025-07-08,0.002379462070296044,0.0004412983654635804,0.0024036171315751087
2025-07-09,0.0006480586772719932,-0.0021107144012868,-0.00181801902732881
2025-07-10,-0.018558659890344845,-0.003872854613746022,-0.004743646446198069
2025-07-11,-0.012045611668867105,-0.006835422378259929,-0.008100901810276007
2025-07-14,-0.0035969671550264565,-0.0015282570713781695,-0.002685854157148504
2025-07-15,0.004579094152956166,0.00576245414478043,0.004525103218794291
2025-07-16,0.0021472871630056115,0.0012382430463953541,0.0006449487413033861
2025-07-17,-0.004477195979447285,-0.0013588056314004662,-0.003990217351728331
2025-07-18,-0.0063097989205986894,-0.0032777764628358543,-0.0056965580472427835
2025-07-21,0.0021167675138962627,0.0018814965990461465,0.004898144302865282
2025-07-22,-0.003709290245906446,-0.0030562296712103557,-0.0011876443882732346
2025-07-23,0.012746449608507158,0.004217333202770407,0.006344544590244583
2025-07-24,-0.005027408561234203,-0.005811272106095784,-0.006256994627491075
2025-07-25,-5.147988759998418e-05,-0.010191571264007842,-0.008981674037030651
2025-07-28,-0.014347293582864426,-0.005564321303933683,-0.006284962329387578
2025-07-29,0.012143190217104504,0.004772457249757475,0.005680474234370125
2025-07-30,0.0019685512693752836,0.0013271064176583619,0.001367835124523431
2025-07-31,-0.007054553945142081,-0.004671102899151008,-0.0034882717656889994
2025-08-01,-0.02092753166246081,-0.012392596189809712,-0.008195943742782208
2025-08-04,0.005757359042249364,0.012011640215627437,0.006407415043054421
